,date,lat_and_long,GTOA_Protocol,Boat_Type,Boat_Length,Towing_Inflatable,Trailing_Fishing_Lure,Physical_Contact_With_Boat,Number_of_Adult_Orcas,Number_of_Juvenile_Orcas,Number_of_Uncertain_Age_Orcas,Rudder,Motoring_or_Sailing,Speed_Knots,Sea_State,Wind_Speed_Beaufort,Daylight_or_Darkness,Cloud_Cover,Distance_Off_Land_NM,Depth_Meters,Depth_Gauge,Autopilot,Hull_Topsides_Color,Antifoul_Color,Boat_Damaged,Tow_Required,Crew_Response,Orcas_Behaviour
135,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
136,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
137,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
138,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
139,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
140,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
141,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
142,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
143,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
144,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
145,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
146,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
147,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
148,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
149,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
150,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
151,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
152,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
153,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
